Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
20.0004151861,0.579215347767,0.601834893227,0.585122108459,0.618500113487,0.593407213688,0.590620577335,0.612463831902,0.584215223789,0.583833158016,0.580719709396,0.586162745953,0.58549618721,0.581127047539,0.585770845413,0.580061137676,0.584242582321,0.633971214294,0.587009251118,0.582440137863,0.586604177952,0.584529697895,0.580985426903,0.579214930534,0.584590792656,0.600712656975,0.635797262192,0.59572327137,0.660384953022,0.600926876068,0.600770831108,0.603071391582,0.590468108654,0.593792140484,0.590927243233,0.613541662693,0.589859306812,0.603205561638,0.574415564537,0.596569776535,0.587647080421,0.62314003706,0.592546880245,0.590484678745,0.596514105797,0.587045907974,0.605749428272,0.599776566029,0.589332282543,0.602314949036,0.598952829838,0.592709958553,0.586261630058,0.58677893877,0.580474436283,0.579910993576,0.580057263374,0.583708405495,0.588308691978,0.585608959198,0.600917577744,0.581204473972,0.579544663429,0.581966519356,0.589927554131,0.584573745728,0.580718815327,0.588463246822,0.589156806469,0.582672476768,0.580971181393,0.579110503197,0.583613991737,0.580514907837,0.581213593483,0.584816634655,0.590133845806,0.584899961948,0.589479744434,0.576644361019,0.575813174248,0.5796251297,0.588466703892,0.588130056858,0.589439094067,0.59429949522,0.607928037643,0.589374244213,0.584571480751,0.583557426929,0.581903219223,0.582467257977,0.635134577751,0.635163664818,0.633310854435,0.639670431614,0.647966206074
20.0015398065,0.578289449215,0.602115750313,0.585974097252,0.620686411858,0.594067811966,0.590544164181,0.613242745399,0.583935976028,0.583622634411,0.581530809402,0.585569858551,0.585477650166,0.580917656422,0.587648808956,0.579722821712,0.585522592068,0.633906602859,0.586446285248,0.583547532558,0.587464332581,0.58588385582,0.581597566605,0.579539358616,0.585886001587,0.598994374275,0.634899735451,0.596837222576,0.661173045635,0.599136352539,0.599961102009,0.603836834431,0.588783323765,0.593097090721,0.592266082764,0.613795101643,0.590424597263,0.601104617119,0.574790298939,0.594090640545,0.58689725399,0.622078716755,0.590573608875,0.590159595013,0.596166431904,0.5879753232,0.605250775814,0.601405858994,0.590270757675,0.599682211876,0.598432421684,0.593136608601,0.585905075073,0.587238609791,0.58056807518,0.580033361912,0.580713808537,0.584237217903,0.588271617889,0.585813224316,0.600936412811,0.581647634506,0.580177485943,0.582265198231,0.588538467884,0.582184672356,0.578684985638,0.589897274971,0.589743793011,0.581940233707,0.582917571068,0.579142570496,0.583181858063,0.579172253609,0.580658733845,0.584717452526,0.589692354202,0.584262192249,0.589459955692,0.57730615139,0.577394425869,0.579913675785,0.589988827705,0.587845087051,0.590143084526,0.59237498045,0.608502984047,0.588377952576,0.58304142952,0.583507537842,0.583316981792,0.583293318748,0.634248077869,0.637026906013,0.632957816124,0.639696598053,0.646725654602
20.0037846565,0.577293634415,0.601697742939,0.585358738899,0.618695557117,0.592836499214,0.590747177601,0.614012181759,0.584510505199,0.583618581295,0.579646885395,0.584651827812,0.585327625275,0.581634163857,0.587231338024,0.579691886902,0.585249125957,0.634205937386,0.586118876934,0.582624435425,0.587040901184,0.584856927395,0.579312801361,0.580210983753,0.584524452686,0.599337816238,0.634909212589,0.595796704292,0.661459565163,0.599684357643,0.60046595335,0.603679656982,0.589272320271,0.593688845634,0.590655744076,0.614796817303,0.590268075466,0.602477669716,0.575562596321,0.594640612602,0.58780246973,0.623464524746,0.591731071472,0.590315520763,0.597597658634,0.587149620056,0.603827774525,0.601122736931,0.589595973492,0.600909650326,0.598268210888,0.5917314291,0.584978997707,0.585873007774,0.581958591938,0.581081032753,0.57991117239,0.582397401333,0.58818423748,0.585932791233,0.601293325424,0.581999778748,0.580228984356,0.581622242928,0.588346242905,0.583023250103,0.580116212368,0.590523660183,0.589608192444,0.582783281803,0.581287324429,0.579733788967,0.582935571671,0.580772817135,0.581208467484,0.58491563797,0.590465188026,0.584218859673,0.590961277485,0.577019333839,0.576477885246,0.578959882259,0.589033722878,0.588425397873,0.588333904743,0.594429790974,0.610109984875,0.589317142963,0.582139730453,0.584536969662,0.582873046398,0.58182567358,0.634748578072,0.634379386902,0.632898628712,0.640331745148,0.647048473358
20.0089724461,0.577280879021,0.60229831934,0.586391866207,0.621218264103,0.593705296516,0.590988814831,0.613429963589,0.585224032402,0.583792984486,0.579941987991,0.583939552307,0.584764242172,0.580448925495,0.587614178658,0.580061078072,0.584945559502,0.63374042511,0.586684405804,0.58244740963,0.586388528347,0.5851983428,0.580274522305,0.579544603825,0.584212303162,0.601190626621,0.635791838169,0.596903264523,0.663654029369,0.59925454855,0.59839963913,0.60516166687,0.589811503887,0.595126867294,0.591730356216,0.614396154881,0.590206921101,0.603381216526,0.574815094471,0.594711065292,0.587927222252,0.623886525631,0.59331381321,0.592842698097,0.596569597721,0.588921546936,0.605361640453,0.60198277235,0.589722335339,0.598563075066,0.599405109882,0.592426717281,0.585236489773,0.58514881134,0.581127226353,0.578448832035,0.580619394779,0.582578718662,0.587877035141,0.583848118782,0.601300001144,0.580313265324,0.580494821072,0.583116710186,0.589194715023,0.584456503391,0.579047262669,0.589743256569,0.58947789669,0.581643283367,0.582530140877,0.579208016396,0.58346581459,0.579624414444,0.581451356411,0.583952248096,0.589566111565,0.585454583168,0.58959966898,0.577634751797,0.575475752354,0.580055832863,0.58809709549,0.587609767914,0.588153898716,0.59197974205,0.608042657375,0.587655603886,0.584022283554,0.583634734154,0.581393480301,0.582683444023,0.634193599224,0.635618388653,0.633715450764,0.640953242779,0.646423995495
20.0186638236,0.577911674976,0.602237820625,0.586107492447,0.62060791254,0.592554450035,0.591361999512,0.612959325314,0.584665477276,0.583874225616,0.579757034779,0.58601975441,0.585234999657,0.580613434315,0.586122810841,0.580185949802,0.584738612175,0.63421446085,0.58606672287,0.582322180271,0.587801098824,0.586571931839,0.582186281681,0.580394983292,0.584792673588,0.600339770317,0.634682297707,0.597400128841,0.664050996304,0.60068666935,0.599165856838,0.607326030731,0.5890147686,0.593740403652,0.592026472092,0.614775836468,0.590242743492,0.602237641811,0.575517416,0.596579313278,0.5874158144,0.622665584087,0.592141091824,0.591319203377,0.597251236439,0.588361978531,0.605618476868,0.600706100464,0.588724970818,0.600861012936,0.598486363888,0.592174351215,0.585112571716,0.586842060089,0.581486105919,0.578795015812,0.580608248711,0.582940578461,0.58785533905,0.58504486084,0.600960731506,0.582592964172,0.580405890942,0.582046449184,0.588322401047,0.584868252277,0.580087542534,0.588652312756,0.59156781435,0.582334399223,0.58083152771,0.579994916916,0.582664370537,0.578918814659,0.58190202713,0.584624528885,0.590057015419,0.584438979626,0.590297698975,0.577458143234,0.575748801231,0.579313695431,0.58790653944,0.588717162609,0.589299798012,0.592760264874,0.608006954193,0.587014317513,0.583999931812,0.583297014236,0.583527207375,0.58455145359,0.635434627533,0.635326504707,0.633249223232,0.640593707561,0.648058593273
20.0319313208,0.578272759914,0.604026556015,0.585144996643,0.618239998817,0.593379080296,0.589578568935,0.614420294762,0.584546744823,0.584244370461,0.581732153893,0.586467683315,0.586307287216,0.580775856972,0.587085902691,0.579440176487,0.585275232792,0.634932518005,0.586208820343,0.583223700523,0.586807787418,0.586459815502,0.580369830132,0.580914199352,0.586309432983,0.600383400917,0.635125279427,0.597155034542,0.664690434933,0.599262952805,0.599893271923,0.606373429298,0.589859604836,0.593102216721,0.591994643211,0.614355623722,0.589852333069,0.602170705795,0.574461460114,0.596114695072,0.587954521179,0.623898029327,0.591159462929,0.589067161083,0.596907377243,0.590301573277,0.603959977627,0.600678861141,0.590135216713,0.599303364754,0.597845971584,0.592828035355,0.584264576435,0.586476147175,0.580166757107,0.57940787077,0.580539822578,0.584027647972,0.588569939137,0.58459174633,0.600598275661,0.581946730614,0.579378783703,0.582200109959,0.587628185749,0.582396864891,0.579047977924,0.588793158531,0.5911667943,0.581596255302,0.582837104797,0.578473687172,0.582480549812,0.57917869091,0.581124126911,0.584669530392,0.589275538921,0.583395063877,0.589691460133,0.57718372345,0.575411379337,0.579939961433,0.589336574078,0.587717413902,0.589469790459,0.592880189419,0.609310984612,0.588242948055,0.58475792408,0.583358645439,0.583745479584,0.582505226135,0.635443270206,0.634837329388,0.633496403694,0.641386628151,0.647046744823
20.0473670959,0.578886985779,0.602343261242,0.586457014084,0.619520127773,0.594145596027,0.590940594673,0.614189386368,0.58529150486,0.583061039448,0.581905663013,0.585740029812,0.586277067661,0.580108940601,0.587681889534,0.581259191036,0.584527254105,0.633789896965,0.585417151451,0.582686543465,0.587283551693,0.585852205753,0.581049501896,0.579416751862,0.585263431072,0.600445210934,0.632534921169,0.596257090569,0.663290679455,0.599816918373,0.600580394268,0.606194913387,0.590038657188,0.592145860195,0.592865526676,0.613166093826,0.591138422489,0.602712094784,0.575049817562,0.595784425735,0.588186740875,0.622000277042,0.592654645443,0.591555178165,0.596994996071,0.588467180729,0.605352759361,0.600825488567,0.589138090611,0.599338293076,0.598635196686,0.591883182526,0.585936546326,0.586112678051,0.581878900528,0.579890906811,0.581010997295,0.58207398653,0.588226079941,0.584937036037,0.600702285767,0.581718027592,0.579904913902,0.581994652748,0.590436697006,0.58475625515,0.579877912998,0.589599251747,0.59037488699,0.581015884876,0.583565592766,0.579140901566,0.582744956017,0.579576969147,0.580314576626,0.584511220455,0.589549720287,0.585531651974,0.590048789978,0.578050971031,0.577346563339,0.579819500446,0.589638411999,0.586712598801,0.590022742748,0.593700826168,0.608199179173,0.588139295578,0.583986878395,0.584200680256,0.582876443863,0.583979964256,0.635017991066,0.634290277958,0.632394134998,0.638828456402,0.648264586926
20.0665451288,0.57911747694,0.602045476437,0.586404085159,0.621094048023,0.593925535679,0.590833187103,0.615824639797,0.584957897663,0.585183799267,0.580856263638,0.58559691906,0.586742162704,0.580152750015,0.588749468327,0.579645812511,0.587436974049,0.635277509689,0.5854164958,0.582934677601,0.587113201618,0.586230754852,0.580256283283,0.578985869884,0.584334671497,0.601449131966,0.632178783417,0.597609996796,0.66222512722,0.600185394287,0.600385665894,0.606826066971,0.590290725231,0.593269050121,0.593071699142,0.616256415844,0.592006802559,0.603024363518,0.575814187527,0.594139933586,0.589011311531,0.62416356802,0.592239618301,0.591697156429,0.5980489254,0.590496838093,0.605564117432,0.600642681122,0.590851485729,0.600004076958,0.597810804844,0.590929090977,0.585179805756,0.585425317287,0.581836521626,0.5816385746,0.581143915653,0.583777248859,0.589082598686,0.585584163666,0.600276470184,0.581588327885,0.580148637295,0.583743691444,0.589281737804,0.584601163864,0.579895377159,0.589781880379,0.590832412243,0.582455635071,0.581635475159,0.580665409565,0.583562910557,0.580155730247,0.581891179085,0.584680616856,0.588363170624,0.583597242832,0.590971767902,0.577183306217,0.576519906521,0.580597043037,0.589032709599,0.587885379791,0.590478241444,0.592866122723,0.608636498451,0.588702142239,0.582333981991,0.583623349667,0.582627177238,0.58359348774,0.634246766567,0.634303927422,0.633010149002,0.639345407486,0.647428035736
20.086443305,0.580081939697,0.602687001228,0.585678696632,0.622134745121,0.595181286335,0.591205120087,0.613438308239,0.585478425026,0.585370242596,0.581485033035,0.585527598858,0.586667597294,0.581035971642,0.586326956749,0.580426156521,0.584568798542,0.634135842323,0.586125969887,0.583910107613,0.587915599346,0.585641801357,0.581086397171,0.579620659351,0.58675724268,0.600092053413,0.634200334549,0.597414672375,0.665136218071,0.600195646286,0.601363241673,0.605924248695,0.589884102345,0.594466567039,0.591356754303,0.615562200546,0.590458869934,0.602189302444,0.575049340725,0.594566822052,0.588040649891,0.624284803867,0.592219233513,0.592334628105,0.598192930222,0.588415086269,0.60450977087,0.599834442139,0.58931940794,0.601050555706,0.598167955875,0.592292606831,0.585269391537,0.586444795132,0.581675350666,0.581217110157,0.58102029562,0.583456218243,0.589113295078,0.585340857506,0.599908292294,0.581705272198,0.580650627613,0.582935154438,0.590047597885,0.583881139755,0.579690754414,0.589627146721,0.589106976986,0.58155721426,0.583125352859,0.577710330486,0.583298802376,0.579991340637,0.58172917366,0.584285020828,0.590094387531,0.586052417755,0.590895056725,0.575970947742,0.576639533043,0.579906702042,0.588865816593,0.589044451714,0.589175581932,0.592230618,0.607440710068,0.590097844601,0.583087623119,0.582947790623,0.58232319355,0.583086311817,0.635616719723,0.634898424149,0.63370269537,0.639426767826,0.648022413254
20.1087095737,0.579370558262,0.602656900883,0.585655450821,0.620713531971,0.593024849892,0.589819729328,0.614257931709,0.584623336792,0.584259390831,0.580874025822,0.585794627666,0.586735069752,0.581204175949,0.585756897926,0.57949078083,0.585547506809,0.634032487869,0.585604190826,0.581545114517,0.587941944599,0.586462080479,0.581401824951,0.579214274883,0.586073338985,0.600108444691,0.634537577629,0.596823394299,0.661837637424,0.599352836609,0.601216077805,0.60501229763,0.590542972088,0.593372046947,0.592518687248,0.615204274654,0.588926136494,0.604117870331,0.574903190136,0.595877051353,0.588082909584,0.623836100101,0.590951442719,0.591146171093,0.597621440887,0.586771309376,0.605166971684,0.60169416666,0.588398218155,0.599699616432,0.598616242409,0.59344214201,0.585015773773,0.58566570282,0.580474376678,0.57897746563,0.581960856915,0.583441674709,0.589551150799,0.585651814938,0.602276563644,0.580991923809,0.579748868942,0.58221757412,0.590632617474,0.583055973053,0.581113278866,0.589794874191,0.588597774506,0.581812083721,0.582001268864,0.5782289505,0.583411872387,0.580464243889,0.581101357937,0.585547029972,0.58862477541,0.585518300533,0.589843630791,0.577529907227,0.577602207661,0.580075800419,0.589018881321,0.588220000267,0.588737368584,0.593319475651,0.609265208244,0.587924599648,0.583495020866,0.582675814629,0.583810389042,0.584957003593,0.635516941547,0.634595215321,0.635062336922,0.639290809631,0.648002803326
